animal id,PLYUID,start,stop,duration,mFrequency_Hz,mPeriod_s,mHeight_V,mO2_V,mCO2_V,mTchamber_V,segment,start_time,stop_time,Alias,Cal Seg,MAN_IND_INCLUDE,MAN_IND_CAL,MAN_IND_GAS_CAL,CAL_O2,CAL_CO2,MAN_IND_GAS,MAN_IND_INJECTION
M17878,Ply1160,4091.7500000000005,4098.849,7.1,4.600279016,0.22092837,1.346169364,1.973178876,0.4889535628,0.02982530777,Room Air,0 days 01:08:11.750000,0 days 01:08:18.849000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17878,Ply1160,4157.400000000001,4163.549,6.15,4.687035825,0.2150369409,1.409040187,1.947914334,0.5278979151,0.02992311965,Room Air,0 days 01:09:17.400000,0 days 01:09:23.549000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17884,Ply1172,7557.150000000001,7561.149,4.0,4.150097084,0.2420396129,0.9963958422,2.005089229,0.402860234,0.03055960991,Room Air,0 days 02:05:57.150000,0 days 02:06:01.149000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17884,Ply1172,7563.05,7570.849,7.8,4.261057332,0.2562904933,1.0618319,2.007744809,0.3849156248,0.03053076976,Room Air,0 days 02:06:03.050000,0 days 02:06:10.849000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17884,Ply1172,7575.150000000001,7579.099,3.95,4.079737218,0.245498534,1.087916676,2.004196436,0.3946608386,0.03056503217,Room Air,0 days 02:06:15.150000,0 days 02:06:19.099000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17884,Ply1172,7581.000000000001,7584.4490000000005,3.45,3.771633911,0.2660977632,0.7932500005,1.996705886,0.4392839673,0.03054338822,Room Air,0 days 02:06:21,0 days 02:06:24.449000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17884,Ply1172,7596.750000000001,7602.4490000000005,5.7,4.066476141,0.2463491644,1.188526801,2.000425765,0.4189983004,0.03056727026,Room Air,0 days 02:06:36.750000,0 days 02:06:42.449000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17884,Ply1172,7604.650000000001,7608.6990000000005,4.05,4.463712772,0.2252358633,0.9740625024,1.997953781,0.4233438277,0.03058294806,Room Air,0 days 02:06:44.650000,0 days 02:06:48.699000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17884,Ply1172,7610.85,7616.9490000000005,6.1,4.199384848,0.2387785669,0.9370963474,1.998786267,0.4236682894,0.03055235709,Room Air,0 days 02:06:50.850000,0 days 02:06:56.949000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17884,Ply1172,7618.450000000001,7625.649,7.2,4.111197748,0.2439478236,1.041300004,2.001474522,0.4049702256,0.03052617241,Room Air,0 days 02:06:58.450000,0 days 02:07:05.649000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17884,Ply1172,7634.650000000001,7637.799000000001,3.15,4.376781166,0.2296261775,1.068619778,1.991052873,0.4402406746,0.0305524807,Room Air,0 days 02:07:14.650000,0 days 02:07:17.799000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17884,Ply1172,7662.05,7665.499000000001,3.45,4.480193395,0.2260584682,1.133341349,1.992095559,0.4437664856,0.03059655852,Room Air,0 days 02:07:42.050000,0 days 02:07:45.499000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17884,Ply1172,7715.650000000001,7718.399,2.75,4.796914717,0.2128246054,1.002630204,1.952753747,0.5626734097,0.03022556839,Room Air,0 days 02:08:35.650000,0 days 02:08:38.399000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17884,Ply1172,7905.85,7920.599,14.75,4.521887985,0.252477601,1.252780173,1.932003562,0.6230874161,0.03028167404,Room Air,0 days 02:11:45.850000,0 days 02:12:00.599000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17884,Ply1172,8005.35,8013.249000000001,7.9,4.379944455,0.24205787,1.270614918,2.001830108,0.4008164956,0.03053113186,Room Air,0 days 02:13:25.350000,0 days 02:13:33.249000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17887,Ply1169,4316.150000000001,4339.1990000000005,23.05,3.056233734,0.3554228623,0.871357427,2.034386086,0.3247488062,0.02995993741,Room Air,0 days 01:11:56.150000,0 days 01:12:19.199000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17887,Ply1169,4348.900000000001,4353.149,4.25,2.609378409,0.3870841324,0.859156251,2.026714699,0.3597592649,0.02996772038,Room Air,0 days 01:12:28.900000,0 days 01:12:33.149000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17887,Ply1169,4367.0,4369.749000000001,2.75,2.810576797,0.3557989299,0.8737500012,2.02315806,0.3791155711,0.02995022703,Room Air,0 days 01:12:47,0 days 01:12:49.749000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17887,Ply1169,4375.85,4380.399,4.55,3.281761318,0.4066571996,0.9764999986,2.022393469,0.3797094099,0.02995302174,Room Air,0 days 01:12:55.850000,0 days 01:13:00.399000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17887,Ply1169,4394.35,4403.1990000000005,8.85,3.712532571,0.294835179,1.03209821,2.013901912,0.4122485182,0.0299700916,Room Air,0 days 01:13:14.350000,0 days 01:13:23.199000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17887,Ply1169,4439.6,4444.049,4.45,3.101820267,0.3309478427,0.9753125035,2.044018673,0.2764707148,0.02993644639,Room Air,0 days 01:13:59.600000,0 days 01:14:04.049000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17887,Ply1169,4447.200000000001,4464.249000000001,17.05,3.230665111,0.3222384456,0.8985096182,2.038939715,0.2876889654,0.02992958185,Room Air,0 days 01:14:07.200000,0 days 01:14:24.249000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17887,Ply1169,4466.400000000001,4475.649,9.25,3.0448725,0.3404629756,0.8802380931,2.034366638,0.3015290888,0.02995152004,Room Air,0 days 01:14:26.400000,0 days 01:14:35.649000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17887,Ply1169,4512.25,4524.6990000000005,12.45,4.67763304,0.2487658804,1.137181124,2.012234459,0.4119887036,0.02997633013,Room Air,0 days 01:15:12.250000,0 days 01:15:24.699000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17888,Ply1158,4203.25,4221.899,18.65,2.248225476,0.4625436333,0.8518074348,2.034317728,0.2619365952,0.02931015414,Room Air,0 days 01:10:03.250000,0 days 01:10:21.899000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17888,Ply1158,4311.1,4321.499000000001,10.4,3.74002701,0.3079015005,1.186152335,2.04233636,0.2365136719,0.02935297471,Room Air,0 days 01:11:51.100000,0 days 01:12:01.499000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17888,Ply1158,4175.05,4183.9490000000005,8.9,2.390108629,0.4390821975,0.9221874977,2.019810049,0.3265319172,0.02935150978,Room Air,0 days 01:09:35.050000,0 days 01:09:43.949000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17888,Ply1158,4185.95,4222.1990000000005,36.25,2.328028955,0.4582829781,0.8988125014,2.032614567,0.2695234052,0.02931553447,Room Air,0 days 01:09:45.950000,0 days 01:10:22.199000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17895,Ply1155,4242.1,4246.049,3.95,3.259079019,0.3108439123,0.7530468802,2.031703638,0.323155617,0.02976352817,Room Air,0 days 01:10:42.100000,0 days 01:10:46.049000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17895,Ply1155,4260.35,4266.899,6.55,2.947206161,0.3655577144,0.7913419149,2.037493368,0.3201358804,0.02978492335,Room Air,0 days 01:11:00.350000,0 days 01:11:06.899000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17895,Ply1155,4310.8,4316.4490000000005,5.65,3.388809098,0.2971728676,0.7667013937,2.041539094,0.2748199666,0.02979767667,Room Air,0 days 01:11:50.800000,0 days 01:11:56.449000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17895,Ply1155,4319.95,4326.6990000000005,6.75,3.646276629,0.2812203804,0.7657880498,2.039153812,0.2807799534,0.02981013857,Room Air,0 days 01:11:59.950000,0 days 01:12:06.699000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17895,Ply1155,4328.400000000001,4348.1990000000005,19.8,3.707236412,0.2713774515,0.7294314264,2.036126061,0.2963048454,0.02980771749,Room Air,0 days 01:12:08.400000,0 days 01:12:28.199000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17895,Ply1155,4350.5,4361.4490000000005,10.95,3.460149431,0.2896870979,0.7657589248,2.033054555,0.3121984025,0.02981509672,Room Air,0 days 01:12:30.500000,0 days 01:12:41.449000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17895,Ply1155,4365.900000000001,4384.499000000001,18.6,3.550594238,0.2843321832,0.7013749966,2.031209745,0.3308232698,0.02980324229,Room Air,0 days 01:12:45.900000,0 days 01:13:04.499000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17895,Ply1155,4387.450000000001,4400.9490000000005,13.5,3.65315938,0.2747268461,0.6911925978,2.033850867,0.3183480097,0.02982458302,Room Air,0 days 01:13:07.450000,0 days 01:13:20.949000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17898,Ply1171,3214.7000000000003,3220.049,5.35,3.32140471,0.315770451,0.8825781196,2.005509693,0.380749124,0.0311128506,Room Air,0 days 00:53:34.700000,0 days 00:53:40.049000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17898,Ply1171,3246.0,3250.949,4.95,3.973895192,0.2640047836,0.8543014667,1.983140213,0.473687058,0.03075751307,Room Air,0 days 00:54:06,0 days 00:54:10.949000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17898,Ply1171,3254.3500000000004,3257.799,3.45,3.030218947,0.4505274624,0.8919374943,1.980381069,0.4900762677,0.03074574321,Room Air,0 days 00:54:14.350000,0 days 00:54:17.799000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17898,Ply1171,3417.5,3424.8990000000003,7.4,3.936256548,0.2834073734,0.9315234274,1.983912201,0.4440543497,0.03051389411,Room Air,0 days 00:56:57.500000,0 days 00:57:04.899000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17898,Ply1171,3430.15,3440.7490000000003,10.6,4.640070054,0.2315295352,0.9599218761,1.971427269,0.5076621759,0.03041412193,Room Air,0 days 00:57:10.150000,0 days 00:57:20.749000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17898,Ply1171,3473.3500000000004,3475.7490000000003,2.4,2.589803974,0.623758768,0.8584374785,1.973599871,0.4897212232,0.0302141929,Room Air,0 days 00:57:53.350000,0 days 00:57:55.749000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17899,Ply1168,4006.8,4022.949,16.15,3.606293436,0.2816091802,0.889769735,2.017161989,0.3376770124,0.02941718255,Room Air,0 days 01:06:46.800000,0 days 01:07:02.949000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17899,Ply1168,4038.2000000000003,4044.9990000000003,6.8,5.966302658,0.1714208054,1.152269741,2.008200875,0.3848325838,0.02942210466,Room Air,0 days 01:07:18.200000,0 days 01:07:24.999000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17899,Ply1168,4062.65,4068.7990000000004,6.15,5.648782842,0.1826265221,1.263398428,1.970971701,0.526814327,0.02943755069,Room Air,0 days 01:07:42.650000,0 days 01:07:48.799000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17899,Ply1168,4087.2500000000005,4107.6990000000005,20.45,4.986276053,0.2165086303,1.1953125,1.992749908,0.4505137832,0.02944535439,Room Air,0 days 01:08:07.250000,0 days 01:08:27.699000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17899,Ply1168,4127.5,4130.299,2.8,6.090550691,0.1651602937,1.242617182,1.951700113,0.6374894027,0.02947968734,Room Air,0 days 01:08:47.500000,0 days 01:08:50.299000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17899,Ply1168,4151.0,4158.149,7.15,5.797011608,0.1845048239,1.111044412,1.926995761,0.7045770178,0.02948317291,Room Air,0 days 01:09:11,0 days 01:09:18.149000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17899,Ply1168,4171.6,4174.6990000000005,3.1,4.436287324,0.2291606255,1.108906239,1.948519655,0.6593234816,0.02945766115,Room Air,0 days 01:09:31.600000,0 days 01:09:34.699000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17899,Ply1168,4328.6,4330.899,2.3,4.858522606,0.2077018112,1.077375007,1.991780166,0.4155913045,0.02948953787,Room Air,0 days 01:12:08.600000,0 days 01:12:10.899000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17899,Ply1168,4334.05,4336.799,2.75,3.586943102,0.2937518746,1.053062487,2.002677504,0.4095824977,0.02948465892,Room Air,0 days 01:12:14.050000,0 days 01:12:16.799000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17899,Ply1168,4340.55,4346.099,5.55,3.052739239,0.3429398924,0.912281239,1.999131812,0.4413652019,0.02951052909,Room Air,0 days 01:12:20.550000,0 days 01:12:26.099000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17899,Ply1168,4362.400000000001,4365.249000000001,2.85,3.874305868,0.2785323799,1.087124991,2.002780372,0.4115703912,0.02948410071,Room Air,0 days 01:12:42.400000,0 days 01:12:45.249000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17901,Ply1153,3958.7500000000005,3967.699,8.95,3.398420819,0.298799728,0.899493534,2.009569397,0.3913022346,0.0304428776,Room Air,0 days 01:05:58.750000,0 days 01:06:07.699000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17901,Ply1153,3926.05,3933.099,7.05,3.293392885,0.3135592221,0.9319494111,2.005011701,0.4169288568,0.03042380367,Room Air,0 days 01:05:26.050000,0 days 01:05:33.099000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17901,Ply1153,3988.7000000000003,3995.199,6.5,3.250276779,0.3250941101,0.8844243319,2.016339673,0.3526370674,0.0304631736,Room Air,0 days 01:06:28.700000,0 days 01:06:35.199000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17901,Ply1153,4017.6000000000004,4021.8990000000003,4.3,3.097672959,0.3297956015,0.8782291611,1.995340481,0.4506652617,0.0305242738,Room Air,0 days 01:06:57.600000,0 days 01:07:01.899000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17901,Ply1153,4192.5,4196.4490000000005,3.95,3.269907435,0.3187475738,0.9480468631,2.003529826,0.4070389242,0.03051606065,Room Air,0 days 01:09:52.500000,0 days 01:09:56.449000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17901,Ply1153,4167.75,4171.599,3.85,3.409928777,0.3104386248,0.9771306786,2.011247073,0.3932956171,0.03053157521,Room Air,0 days 01:09:27.750000,0 days 01:09:31.599000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17901,Ply1153,4180.7,4184.999000000001,4.3,3.708090186,0.2838020548,0.8710416655,2.006565766,0.4182242005,0.03049454995,Room Air,0 days 01:09:40.700000,0 days 01:09:44.999000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17901,Ply1153,4162.2,4165.1990000000005,3.0,2.979830708,0.3391640186,0.9445535796,2.018993942,0.365612188,0.03056208387,Room Air,0 days 01:09:22.200000,0 days 01:09:25.199000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17901,Ply1153,4024.3500000000004,4027.4990000000003,3.15,3.458346817,0.2960035652,0.8471180532,1.998425097,0.4323018851,0.0304997029,Room Air,0 days 01:07:04.350000,0 days 01:07:07.499000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17901,Ply1153,4029.1000000000004,4031.099,2.0,3.072120619,0.3294710159,0.8382499814,2.002298285,0.4237942195,0.03048515679,Room Air,0 days 01:07:09.100000,0 days 01:07:11.099000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17901,Ply1153,4000.7500000000005,4003.6490000000003,2.9,3.369887084,0.3075558487,0.8942968696,2.021000349,0.3361609917,0.03048416002,Room Air,0 days 01:06:40.750000,0 days 01:06:43.649000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17901,Ply1153,3973.0000000000005,3981.349,8.35,3.453428782,0.3069190349,0.9166346192,2.023354384,0.3306639598,0.03045501548,Room Air,0 days 01:06:13,0 days 01:06:21.349000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5102.700000000001,5114.399,11.7,5.443052597,0.1929751902,1.164682203,1.929911646,0.7557693632,0.02986060333,Room Air,0 days 01:25:02.700000,0 days 01:25:14.399000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5116.5,5125.549,9.05,4.960247347,0.274177608,1.326481846,1.924091336,0.8725571823,0.02986177457,Room Air,0 days 01:25:16.500000,0 days 01:25:25.549000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5171.150000000001,5177.749000000001,6.6,4.102064527,0.2450665935,0.8955288506,2.013895452,0.4537126897,0.02987168531,Room Air,0 days 01:26:11.150000,0 days 01:26:17.749000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5186.35,5194.9490000000005,8.6,3.579781303,0.2829546905,0.8047999883,2.001232596,0.5255225627,0.02988215814,Room Air,0 days 01:26:26.350000,0 days 01:26:34.949000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5223.400000000001,5228.099,4.7,3.526173141,0.3004047159,0.7691319452,1.982561501,0.5462012555,0.02983789863,Room Air,0 days 01:27:03.400000,0 days 01:27:08.099000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5256.25,5261.9490000000005,5.7,3.443040426,0.291069464,0.8050961632,1.993066718,0.5323891429,0.02981622777,Room Air,0 days 01:27:36.250000,0 days 01:27:41.949000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5269.650000000001,5276.6990000000005,7.05,3.928013105,0.2562211356,0.7862259539,1.996822783,0.5152296072,0.02976954756,Room Air,0 days 01:27:49.650000,0 days 01:27:56.699000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5285.950000000001,5290.599,4.65,3.594944318,0.2877210453,0.8373176952,2.008928223,0.4428389773,0.02973151851,Room Air,0 days 01:28:05.950000,0 days 01:28:10.599000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5353.0,5359.049,6.05,3.971436262,0.2534949941,0.8273912979,2.004498446,0.4556401836,0.02978465878,Room Air,0 days 01:29:13,0 days 01:29:19.049000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5511.75,5518.299,6.55,4.30214872,0.2374537184,0.8730859384,1.962870083,0.6892945135,0.02980271915,Room Air,0 days 01:31:51.750000,0 days 01:31:58.299000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5544.75,5554.549,9.8,3.815950917,0.2647318741,0.8263541675,2.000806502,0.4885272332,0.02963737217,Room Air,0 days 01:32:24.750000,0 days 01:32:34.549000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5602.75,5606.499000000001,3.75,4.647289217,0.2157290215,0.9322070368,2.028131851,0.3477915837,0.02952091646,Room Air,0 days 01:33:22.750000,0 days 01:33:26.499000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5721.200000000001,5734.649,13.45,3.890686496,0.2625113258,0.9148650481,2.01369463,0.4448633825,0.02988180733,Room Air,0 days 01:35:21.200000,0 days 01:35:34.649000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5788.450000000001,5794.149,5.7,3.782763213,0.2674934082,0.8418749869,1.990478946,0.5090848142,0.02976546021,Room Air,0 days 01:36:28.450000,0 days 01:36:34.149000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5798.650000000001,5804.099,5.45,3.925970864,0.260383489,0.8817968637,2.001269206,0.5195917421,0.02976152491,Room Air,0 days 01:36:38.650000,0 days 01:36:44.099000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17904,Ply1166,5821.3,5829.399,8.1,4.043982469,0.251259888,0.9643028814,1.993783602,0.5838557893,0.02975698271,Room Air,0 days 01:37:01.300000,0 days 01:37:09.399000,Room Air,Cal 20 Room Air,1,0,0,NA,NA,RA,NA
M17860,Ply1189,5676.05,5680.599,4.55,5.494756798,0.1827913281,1.455156237,1.978108379,2.938143611,0.02952142837,5% CO2,0 days 01:34:36.050000,0 days 01:34:40.599000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17860,Ply1189,5690.200000000001,5694.049,3.85,5.081743479,0.1970565151,1.387324207,1.976149681,2.958062663,0.029577516,5% CO2,0 days 01:34:50.200000,0 days 01:34:54.049000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17860,Ply1189,5696.200000000001,5698.999000000001,2.8,5.462667976,0.1864291834,1.492611604,1.977966181,2.957654801,0.02955435245,5% CO2,0 days 01:34:56.200000,0 days 01:34:58.999000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17860,Ply1189,5702.5,5704.399,1.9,4.829119146,0.2071350478,1.322031245,1.983326152,2.931550164,0.0295480261,5% CO2,0 days 01:35:02.500000,0 days 01:35:04.399000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17860,Ply1189,5726.85,5736.6990000000005,9.85,5.485877303,0.1887307371,1.526628607,1.991847939,2.914761581,0.02954885765,5% CO2,0 days 01:35:26.850000,0 days 01:35:36.699000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17860,Ply1189,5744.1,5754.249000000001,10.15,5.559538576,0.1842492562,1.49061922,1.990141066,2.919594521,0.02955557244,5% CO2,0 days 01:35:44.100000,0 days 01:35:54.249000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17860,Ply1189,5767.75,5776.1990000000005,8.45,4.898244596,0.2044955242,1.401460925,1.991174297,2.912149075,0.02951878678,5% CO2,0 days 01:36:07.750000,0 days 01:36:16.199000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17860,Ply1189,5902.55,5937.749000000001,35.2,5.104572052,0.197513889,1.441781425,1.963053817,3.018682964,0.02909773634,5% CO2,0 days 01:38:22.550000,0 days 01:38:57.749000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11472.800000000001,11477.849,5.05,5.339448507,0.1902494465,1.543557685,1.977961759,2.936836944,0.02908824277,5% CO2,0 days 03:11:12.800000,0 days 03:11:17.849000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11462.0,11467.849,5.85,5.370060253,0.1874417439,1.567208322,1.981695082,2.916861271,0.0291285258,5% CO2,0 days 03:11:02,0 days 03:11:07.849000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11506.050000000001,11512.049,6.0,5.956813646,0.1753011472,1.792272723,1.997412496,2.856881979,0.02911437517,5% CO2,0 days 03:11:46.050000,0 days 03:11:52.049000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11532.95,11539.349,6.4,5.449460189,0.1846416146,1.595075755,1.974883884,2.937240234,0.02919311533,5% CO2,0 days 03:12:12.950000,0 days 03:12:19.349000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11544.6,11548.049,3.45,5.256482124,0.1913850877,1.555091921,1.95288297,3.04070833,0.02923405803,5% CO2,0 days 03:12:24.600000,0 days 03:12:28.049000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11562.400000000001,11570.149000000001,7.75,5.516414968,0.1839059092,1.530396339,1.972566249,2.960599922,0.0292096775,5% CO2,0 days 03:12:42.400000,0 days 03:12:50.149000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11579.2,11580.249000000002,1.05,4.626565158,0.2371160313,1.393437505,1.952497916,3.048783039,0.02920000009,5% CO2,0 days 03:12:59.200000,0 days 03:13:00.249000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11582.5,11583.749000000002,1.25,5.103888512,0.1959774569,1.305078119,1.981805253,2.888483498,0.02915600013,5% CO2,0 days 03:13:02.500000,0 days 03:13:03.749000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11592.35,11600.649000000001,8.3,5.074883659,0.1972057765,1.391135669,1.999849895,2.866093674,0.02923629524,5% CO2,0 days 03:13:12.350000,0 days 03:13:20.649000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11602.6,11611.049,8.45,5.433241595,0.185591781,1.499552561,2.003897777,2.849112388,0.02928435652,5% CO2,0 days 03:13:22.600000,0 days 03:13:31.049000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11613.75,11629.249000000002,15.5,5.401398548,0.1863268485,1.5755221,1.976906631,2.968674658,0.02923689522,5% CO2,0 days 03:13:33.750000,0 days 03:13:49.249000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11639.25,11650.649000000001,11.4,5.344241652,0.1897491009,1.622990304,1.973419244,2.934813624,0.0291581964,5% CO2,0 days 03:13:59.250000,0 days 03:14:10.649000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17861,Ply1191,11661.7,11681.649000000001,19.95,5.2817541,0.1905326817,1.605998185,1.980257974,2.887144877,0.02914661668,5% CO2,0 days 03:14:21.700000,0 days 03:14:41.649000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17864,Ply1179,5529.0,5538.6990000000005,9.7,4.775304667,0.2099886288,1.382104166,2.025574176,2.802810468,0.02993295723,5% CO2,0 days 01:32:09,0 days 01:32:18.699000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
M17864,Ply1179,5562.900000000001,5576.6990000000005,13.8,5.020757249,0.2043100349,1.454450755,2.00028777,2.89389157,0.02992821533,5% CO2,0 days 01:32:42.900000,0 days 01:32:56.699000,5% CO2,Cal 20 5% CO2,1,0,0,NA,NA,CO2,NA
